IL_SMILES,Temperature(K),Pressure(mPa),xCO2(mole fraction)
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],325.73,25.64,0.1004
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],338.6,31.84,0.1004
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],355.95,41.14,0.1004
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],363.55,46.09,0.1004
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],303.51,25.95,0.1433
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],313.43,31.65,0.1433
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],323.56,38.15,0.1433
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],333.27,44.85,0.1433
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],342.82,52.8,0.1433
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],353.38,62.05,0.1433
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],363.33,72.05,0.1433
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],303.63,39.21,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],313.37,48.84,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],323.43,61.1,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],328.2,67.02,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],333.43,74.15,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],344.17,90.76,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],353.42,106.47,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],358.63,116.21,0.2074
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],303.39,55.45,0.2484
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],313.11,69.75,0.2484
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],318.42,79.15,0.2484
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],323.1,87.9,0.2484
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],328.42,100.15,0.2484
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],333.15,113.05,0.2484
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],293.47,59.76,0.3081
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],298.57,81.01,0.3081
CC[C@@H]([n+]1ccn(c1)C)O.[N+](=O)([O-])[O-],300.86,99.25,0.3081
C[NH2+]CCO.C(C)(=O)[O-],313.27,8.4,0.157
C[NH2+]CCO.C(C)(=O)[O-],323.4,12.3,0.157
C[NH2+]CCO.C(C)(=O)[O-],333.6,16.8,0.157
C[NH2+]CCO.C(C)(=O)[O-],313.12,17.32,0.208
C[NH2+]CCO.C(C)(=O)[O-],343.42,21.51,0.157
C[NH2+]CCO.C(C)(=O)[O-],323.33,21.94,0.208
C[NH2+]CCO.C(C)(=O)[O-],312.93,27.9,0.249
C[NH2+]CCO.C(C)(=O)[O-],353.25,26.82,0.157
C[NH2+]CCO.C(C)(=O)[O-],333.36,27.74,0.208
C[NH2+]CCO.C(C)(=O)[O-],363.2,33.57,0.157
C[NH2+]CCO.C(C)(=O)[O-],343.37,34.38,0.208
C[NH2+]CCO.C(C)(=O)[O-],323.22,35.71,0.249
C[NH2+]CCO.C(C)(=O)[O-],313.28,39.03,0.299
C[NH2+]CCO.C(C)(=O)[O-],333.16,42.25,0.249
C[NH2+]CCO.C(C)(=O)[O-],353.28,41.87,0.208
C[NH2+]CCO.C(C)(=O)[O-],323.37,48.65,0.299
C[NH2+]CCO.C(C)(=O)[O-],343.06,50.27,0.249
C[NH2+]CCO.C(C)(=O)[O-],362.62,49.1,0.208
C[NH2+]CCO.C(C)(=O)[O-],333.59,60.7,0.299
C[NH2+]CCO.C(C)(=O)[O-],353.31,62.35,0.249
C[NH2+]CCO.C(C)(=O)[O-],313.26,74.98,0.402
C[NH2+]CCO.C(C)(=O)[O-],343.37,74.21,0.299
C[NH2+]CCO.C(C)(=O)[O-],363.48,77.94,0.249
C[NH2+]CCO.C(C)(=O)[O-],323.21,105.9,0.402
C[NH2+]CCO.C(C)(=O)[O-],353.44,89.23,0.299
C[NH2+]CCO.C(C)(=O)[O-],313.02,194.75,0.452
C[NH2+]CCO.C(C)(=O)[O-],363.27,105.16,0.299
C[NH2+]CCO.C(C)(=O)[O-],333.23,148.72,0.402
C[NH2+]CCO.C(C)(=O)[O-],323.16,263.93,0.452
C[NH2+]CCO.C(C)(=O)[O-],343.25,194.05,0.402
C[NH2+]CCO.C(C)(=O)[O-],313.09,465.87,0.5
C[NH2+]CCO.C(C)(=O)[O-],333.33,330.02,0.452
C[NH2+]CCO.C(C)(=O)[O-],353.19,242.54,0.402
C[NH2+]CCO.C(C)(=O)[O-],363.25,285.45,0.402
C[NH2+]CCO.C(C)(=O)[O-],343.31,388.87,0.452
C[NH2+]CCO.C(C)(=O)[O-],323.23,551.98,0.5
C[NH2+]CCO.C(C)(=O)[O-],353.48,443.17,0.452
C[NH2+]CCO.C(C)(=O)[O-],333.33,627.54,0.5
C[NH2+]CCO.C(C)(=O)[O-],363.61,492.44,0.452
C[NH2+]CCO.C(C)(=O)[O-],343.36,695.97,0.5
C[NH2+]CCO.C(C)(=O)[O-],353.38,755.91,0.5
C[NH2+]CCO.C(C)(=O)[O-],363.35,805.0,0.5
C[NH2+]CCO.C(=O)[O-],293.22,4.94,0.057
C[NH2+]CCO.C(=O)[O-],303.07,6.66,0.057
C[NH2+]CCO.C(=O)[O-],313.25,8.89,0.057
C[NH2+]CCO.C(=O)[O-],323.28,11.05,0.057
C[NH2+]CCO.C(=O)[O-],333.31,13.54,0.057
C[NH2+]CCO.C(=O)[O-],343.42,16.62,0.057
C[NH2+]CCO.C(=O)[O-],353.26,19.5,0.057
C[NH2+]CCO.C(=O)[O-],363.21,22.8,0.057
C[NH2+]CCO.C(=O)[O-],293.21,11.94,0.119
C[NH2+]CCO.C(=O)[O-],303.12,15.63,0.119
C[NH2+]CCO.C(=O)[O-],313.16,19.12,0.119
C[NH2+]CCO.C(=O)[O-],323.28,22.84,0.119
C[NH2+]CCO.C(=O)[O-],333.3,27.1,0.119
C[NH2+]CCO.C(=O)[O-],343.18,31.33,0.119
C[NH2+]CCO.C(=O)[O-],353.19,36.12,0.119
C[NH2+]CCO.C(=O)[O-],363.27,40.71,0.119
C[NH2+]CCO.C(=O)[O-],293.3,18.35,0.172
C[NH2+]CCO.C(=O)[O-],303.22,23.17,0.172
C[NH2+]CCO.C(=O)[O-],313.16,28.43,0.172
C[NH2+]CCO.C(=O)[O-],323.18,34.35,0.172
C[NH2+]CCO.C(=O)[O-],333.25,40.78,0.172
C[NH2+]CCO.C(=O)[O-],343.27,47.42,0.172
C[NH2+]CCO.C(=O)[O-],353.18,54.14,0.172
C[NH2+]CCO.C(=O)[O-],363.23,61.12,0.172
C[NH2+]CCO.C(=O)[O-],293.26,24.82,0.231
C[NH2+]CCO.C(=O)[O-],303.15,31.55,0.231
C[NH2+]CCO.C(=O)[O-],313.26,38.95,0.231
C[NH2+]CCO.C(=O)[O-],323.22,47.46,0.231
C[NH2+]CCO.C(=O)[O-],333.21,56.22,0.231
C[NH2+]CCO.C(=O)[O-],343.29,65.76,0.231
C[NH2+]CCO.C(=O)[O-],353.2,75.72,0.231
C[NH2+]CCO.C(=O)[O-],363.31,85.49,0.231
C[NH2+]CCO.C(=O)[O-],293.37,31.08,0.281
C[NH2+]CCO.C(=O)[O-],303.27,39.59,0.281
C[NH2+]CCO.C(=O)[O-],313.33,49.4,0.281
C[NH2+]CCO.C(=O)[O-],323.13,59.85,0.281
C[NH2+]CCO.C(=O)[O-],333.15,71.76,0.281
C[NH2+]CCO.C(=O)[O-],343.19,84.56,0.281
C[NH2+]CCO.C(=O)[O-],353.24,97.64,0.281
C[NH2+]CCO.C(=O)[O-],363.42,111.38,0.281
C[NH2+]CCO.C(=O)[O-],293.27,38.08,0.336
C[NH2+]CCO.C(=O)[O-],303.18,48.85,0.336
C[NH2+]CCO.C(=O)[O-],313.12,61.5,0.336
C[NH2+]CCO.C(=O)[O-],323.23,76.32,0.336
C[NH2+]CCO.C(=O)[O-],333.17,92.93,0.336
C[NH2+]CCO.C(=O)[O-],343.23,110.98,0.336
C[NH2+]CCO.C(=O)[O-],353.28,129.66,0.336
C[NH2+]CCO.C(=O)[O-],363.17,148.18,0.336
C[NH2+]CCO.C(=O)[O-],293.3,44.17,0.381
C[NH2+]CCO.C(=O)[O-],303.23,57.46,0.381
C[NH2+]CCO.C(=O)[O-],313.1,73.66,0.381
C[NH2+]CCO.C(=O)[O-],323.11,94.67,0.381
C[NH2+]CCO.C(=O)[O-],333.25,120.78,0.381
C[NH2+]CCO.C(=O)[O-],343.23,146.87,0.381
C[NH2+]CCO.C(=O)[O-],353.5,173.47,0.381
C[NH2+]CCO.C(=O)[O-],363.31,196.23,0.381
C[NH2+]CCO.C(=O)[O-],293.32,51.16,0.429
C[NH2+]CCO.C(=O)[O-],303.14,69.5,0.429
C[NH2+]CCO.C(=O)[O-],313.31,112.15,0.429
C[NH2+]CCO.C(=O)[O-],323.28,150.98,0.429
C[NH2+]CCO.C(=O)[O-],333.33,186.18,0.429
C[NH2+]CCO.C(=O)[O-],343.21,218.19,0.429
C[NH2+]CCO.C(=O)[O-],353.23,247.18,0.429
C[NH2+]CCO.C(=O)[O-],363.15,270.9,0.429
C[NH2+]CCO.C(=O)[O-],293.29,120.94,0.483
C[NH2+]CCO.C(=O)[O-],303.2,176.25,0.483
C[NH2+]CCO.C(=O)[O-],313.3,223.84,0.483
C[NH2+]CCO.C(=O)[O-],323.29,266.54,0.483
C[NH2+]CCO.C(=O)[O-],333.25,304.14,0.483
C[NH2+]CCO.C(=O)[O-],343.23,336.35,0.483
C[NH2+]CCO.C(=O)[O-],353.21,363.59,0.483
C[NH2+]CCO.C(=O)[O-],363.25,386.78,0.483
C[NH2+]CCO.C(=O)[O-],293.32,268.49,0.534
C[NH2+]CCO.C(=O)[O-],303.37,325.78,0.534
C[NH2+]CCO.C(=O)[O-],313.32,376.62,0.534
C[NH2+]CCO.C(=O)[O-],323.17,420.16,0.534
C[NH2+]CCO.C(=O)[O-],333.27,456.17,0.534
C[NH2+]CCO.C(=O)[O-],343.28,485.11,0.534
C[NH2+]CCO.C(=O)[O-],353.22,508.52,0.534
C[NH2+]CCO.C(=O)[O-],363.28,529.1,0.534
OCC[NH+](CCO)C.[Cl-],313.15,12.2,0.6235
OCC[NH+](CCO)C.[Cl-],313.15,21.6,0.7459
OCC[NH+](CCO)C.[Cl-],313.15,28.3,0.8047
OCC[NH+](CCO)C.[Cl-],313.15,33.7,0.8408
OCC[NH+](CCO)C.[Cl-],313.15,38.1,0.8645
OCC[NH+](CCO)C.[Cl-],313.15,41.8,0.8814
OCC[NH+](CCO)C.[Cl-],313.15,44.2,0.8924
OCC[NH+](CCO)C.[Cl-],318.15,14.0,0.6197
OCC[NH+](CCO)C.[Cl-],318.15,24.4,0.752
OCC[NH+](CCO)C.[Cl-],318.15,31.5,0.8044
OCC[NH+](CCO)C.[Cl-],318.15,37.1,0.8343
OCC[NH+](CCO)C.[Cl-],318.15,40.3,0.8526
OCC[NH+](CCO)C.[Cl-],318.15,43.4,0.8647
OCC[NH+](CCO)C.[Cl-],318.15,45.6,0.8755
OCC[NH+](CCO)C.[Cl-],323.15,13.8,0.5767
OCC[NH+](CCO)C.[Cl-],323.15,23.9,0.7043
OCC[NH+](CCO)C.[Cl-],323.15,31.1,0.7647
OCC[NH+](CCO)C.[Cl-],323.15,36.4,0.7981
OCC[NH+](CCO)C.[Cl-],323.15,39.6,0.8277
OCC[NH+](CCO)C.[Cl-],323.15,42.8,0.8466
OCC[NH+](CCO)C.[Cl-],323.15,45.5,0.861
OCC[NH+](CCO)C.[Cl-],328.15,14.1,0.5482
OCC[NH+](CCO)C.[Cl-],328.15,24.5,0.6791
OCC[NH+](CCO)C.[Cl-],328.15,31.2,0.7382
OCC[NH+](CCO)C.[Cl-],328.15,36.3,0.7765
OCC[NH+](CCO)C.[Cl-],328.15,40.0,0.8017
OCC[NH+](CCO)C.[Cl-],328.15,41.7,0.8219
OCC[NH+](CCO)C.[Cl-],328.15,46.3,0.8402
OCC[NH+](CCO)C.[Cl-],333.15,12.2,0.4852
OCC[NH+](CCO)C.[Cl-],333.15,21.0,0.6089
OCC[NH+](CCO)C.[Cl-],333.15,27.9,0.6885
OCC[NH+](CCO)C.[Cl-],333.15,32.5,0.7274
OCC[NH+](CCO)C.[Cl-],333.15,35.9,0.7554
OCC[NH+](CCO)C.[Cl-],333.15,39.1,0.7796
OCC[NH+](CCO)C.[Cl-],333.15,41.5,0.7961
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],313.15,0.49,0.0046
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],313.15,0.93,0.0091
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],313.15,1.45,0.0135
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],313.15,1.73,0.016
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],323.15,0.52,0.004
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],323.15,0.95,0.0074
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],323.15,1.47,0.0114
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],323.15,1.74,0.0136
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],333.15,0.56,0.0035
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],333.15,0.98,0.0063
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],333.15,1.48,0.0098
Cn1cc[n+](c1)C.COP(=O)(OC)[O-],333.15,1.75,0.0115
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],334.45,16.5,0.0629
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],344.25,18.0,0.0629
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],354.25,20.5,0.0629
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.95,23.0,0.0629
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],333.65,34.0,0.1166
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],342.85,39.5,0.1166
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],353.35,45.5,0.1166
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.35,51.0,0.1166
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],333.25,53.5,0.1667
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],342.45,62.5,0.1667
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],352.05,71.5,0.1667
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],363.65,82.5,0.1667
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],334.05,69.0,0.2035
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],342.75,81.0,0.2035
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],352.55,93.0,0.2035
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.35,107.5,0.2035
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],333.75,89.5,0.2289
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],343.55,107.0,0.2289
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],353.25,124.5,0.2289
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.35,143.5,0.2289
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],332.85,120.0,0.2608
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],342.45,151.0,0.2608
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],352.85,179.0,0.2608
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.65,203.0,0.2608
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],333.15,157.0,0.2929
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],343.45,194.0,0.2929
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],353.55,224.5,0.2929
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.85,252.0,0.2929
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],335.25,208.5,0.32
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],343.45,238.5,0.32
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],353.15,269.5,0.32
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],363.55,298.5,0.32
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],334.55,263.5,0.3493
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],342.85,295.5,0.3493
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],352.35,324.5,0.3493
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.25,352.0,0.3493
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],333.65,341.0,0.369
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],343.45,377.0,0.369
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],352.45,403.0,0.369
Cn1cc[n+](c1)C.S(C)(=O)(=O)[O-],362.35,431.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,313.45,34.0,0.162
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,323.35,38.5,0.162
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,333.65,44.0,0.162
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,343.65,49.0,0.162
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,353.15,55.5,0.162
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,363.15,61.7,0.162
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,373.15,66.5,0.162
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,313.15,52.0,0.282
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,323.35,65.0,0.282
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,333.15,78.5,0.282
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,343.15,92.5,0.282
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,352.75,110.1,0.282
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,363.15,125.9,0.282
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,373.15,146.0,0.282
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,313.45,70.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,323.05,90.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,333.25,115.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,342.65,132.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,353.55,165.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,363.15,188.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,372.95,212.0,0.369
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,313.35,95.0,0.475
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,323.75,125.0,0.475
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,332.65,178.0,0.475
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,343.15,213.0,0.475
Cn1cc[n+](c1)C.[O-][P@H](=O)OC,353.15,250.0,0.475
OCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.24,12.0,0.156
OCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.24,21.2,0.251
OCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.24,32.7,0.335
OCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.24,46.3,0.416
OCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.24,59.9,0.479
OCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.24,71.5,0.536
OCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.24,83.6,0.606
CCC[N+](CCO)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,304.16,0.47,0.0238
CCC[N+](CCO)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,314.26,0.49,0.0199
CCC[N+](CCO)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,324.46,0.51,0.0168
CCC[N+](CCO)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,324.47,0.51,0.0168
CCC[N+](CCO)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,334.61,0.53,0.0141
CCC[N+](CCO)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,334.68,0.53,0.0141
CCC[N+](CCO)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,344.84,0.54,0.0122
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,80.9,0.825
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,80.8,0.789
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,100.6,0.848
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,100.6,0.822
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,152.4,0.906
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,202.4,0.907
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,151.9,0.864
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,205.6,0.879
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.22,11.34,0.2
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.23,23.26,0.36
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.25,42.52,0.493
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.24,52.97,0.558
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.22,63.35,0.627
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.23,74.02,0.686
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.24,84.34,0.726
CCC[N+](CC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.24,94.66,0.739
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.23,15.6,0.176
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.23,27.9,0.298
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.23,42.2,0.433
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.23,56.0,0.516
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.23,67.7,0.568
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.23,80.9,0.684
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,282.93,0.69,0.0418
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,290.17,0.73,0.0356
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.38,0.36,0.0276
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.38,0.78,0.0275
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.39,0.75,0.0274
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.24,0.38,0.023
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.28,0.82,0.0229
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,0.41,0.0194
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.19,0.82,0.0193
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.09,0.43,0.0165
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.0,0.45,0.0143
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.07,0.89,0.0142
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,85.8,0.769
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,105.9,0.813
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,152.6,0.871
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,203.7,0.879
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,91.8,0.744
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,105.7,0.778
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,153.5,0.828
CCCC[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,196.3,0.854
CCCC[N+](CCCC)(CCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298.15,0.05,0.0009
CCCC[N+](CCCC)(CCCC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298.15,0.1,0.0021
