IL_SMILES,Temperature(K),Pressure(mPa),xCO2(mole fraction)
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.0,18.74,0.231
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.2,21.79,0.231
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,363.26,24.85,0.231
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.21,9.15,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.05,12.23,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.19,15.4,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.27,18.92,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.17,22.83,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,342.87,26.82,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.09,31.21,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,363.19,35.79,0.319
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.53,14.1,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.1,18.12,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.17,22.73,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.26,27.87,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.23,33.16,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.11,38.97,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.12,45.12,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,363.17,51.56,0.404
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.22,19.97,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.12,25.68,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.1,31.96,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,39.09,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.12,46.7,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.24,54.99,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.17,64.12,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,363.18,73.72,0.503
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.27,30.52,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.31,39.62,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.13,49.12,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.13,60.15,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.2,72.69,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.02,86.75,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.2,101.96,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,363.23,117.76,0.602
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.37,44.33,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.19,58.8,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.11,78.6,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.09,102.15,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.1,131.5,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.25,161.44,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.14,194.37,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,362.99,224.68,0.701
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.32,59.07,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.19,108.12,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.12,158.1,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.11,205.43,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.17,251.24,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.2,292.05,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.09,332.19,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,363.18,363.65,0.749
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.42,128.29,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.31,187.26,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.23,239.43,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.13,289.6,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.28,336.93,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.08,380.81,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.22,420.3,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,363.25,460.1,0.771
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293.26,332.63,0.801
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.19,393.73,0.801
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.25,447.4,0.801
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.3,499.9,0.801
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,80.8,0.689
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,82.2,0.673
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,100.1,0.737
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,100.7,0.716
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,149.5,0.77
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.2,201.0,0.779
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,150.6,0.757
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.2,199.4,0.765
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,5.0,0.0589
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,9.98,0.1461
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,14.95,0.2211
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,19.95,0.2845
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,24.95,0.3409
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,29.97,0.3902
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,34.96,0.4324
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,39.95,0.4715
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,44.96,0.5042
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,49.96,0.5344
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,74.96,0.6428
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,99.95,0.7095
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,124.96,0.7282
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,149.96,0.7399
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,174.96,0.7479
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318.0,199.97,0.7562
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,4.99,0.055
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,9.96,0.1211
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,14.95,0.18
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,19.97,0.2322
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,24.96,0.281
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,29.96,0.3213
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,34.96,0.3583
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,39.96,0.3941
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,44.96,0.4243
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,49.96,0.4522
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,74.96,0.5583
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,99.97,0.6288
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,124.96,0.6768
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,149.96,0.7008
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,175.02,0.7119
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338.0,199.97,0.7149
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,3.8,0.0865
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,7.4,0.1489
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,17.3,0.2646
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,26.0,0.3521
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,31.7,0.4016
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,36.3,0.432
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,40.8,0.4622
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.17,13.3,0.208
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.17,22.4,0.284
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.17,32.0,0.408
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.17,42.9,0.492
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.17,52.6,0.557
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.28,12.4,0.155
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.28,23.4,0.267
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.28,35.3,0.374
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.28,50.2,0.463
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.28,63.5,0.526
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.28,77.4,0.578
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.28,87.7,0.61
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.41,11.7,0.0961
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.41,24.6,0.211
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.41,35.5,0.277
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.41,52.2,0.376
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.41,61.2,0.425
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.41,77.1,0.517
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.41,92.6,0.597
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.1,0.11,0.005
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.1,0.5,0.013
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.1,1.0,0.022
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.0,4.0,0.075
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.2,6.99,0.123
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.1,10.0,0.172
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.1,13.0,0.213
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.1,15.0,0.239
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,298.1,20.0,0.301
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,293.43,9.79,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,303.22,13.38,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.2,17.06,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,323.11,21.46,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.35,25.87,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,343.23,31.05,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,353.08,36.12,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,363.04,41.65,0.225
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,293.25,15.4,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,303.3,20.56,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.15,26.19,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,323.08,31.6,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.06,39.12,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,343.15,47.26,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,353.13,55.59,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,363.18,64.16,0.3
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,293.52,24.19,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,303.23,31.08,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.14,39.59,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,323.04,48.4,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.08,59.96,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,343.02,69.57,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,353.07,81.44,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,363.07,93.37,0.401
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,293.61,35.13,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,303.4,46.11,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.18,58.6,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,323.49,74.13,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.35,91.35,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,343.07,111.51,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,353.03,132.25,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,363.03,154.98,0.502
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,293.44,79.36,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,303.21,132.68,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.21,185.48,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,323.21,228.35,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.09,282.63,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,343.14,325.89,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,353.1,365.45,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,363.12,420.75,0.601
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,293.46,264.22,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,303.35,325.81,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.17,378.35,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,323.04,433.92,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,333.25,484.58,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,343.06,529.47,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,353.11,568.9,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,363.1,629.89,0.65
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,293.59,436.25,0.679
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,303.34,501.89,0.679
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,313.08,559.66,0.679
CCCC[n+]1ccn(c1)C.FC(C(=O)[O-])(F)F,323.08,624.73,0.679
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.0,0.1,0.001
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.1,0.5,0.008
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.1,1.0,0.017
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.2,4.0,0.068
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.2,7.0,0.114
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.2,10.0,0.158
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,297.9,13.0,0.197
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.1,15.0,0.222
CCCC[n+]1ccn(c1)C.FC(C(S(=O)(=O)[O-])(F)F)F,298.0,20.0,0.285
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,10.44,0.1878
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,20.73,0.3434
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,32.02,0.4523
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,41.55,0.529
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,52.32,0.5874
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,63.2,0.6363
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,11.95,0.2471
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,21.44,0.3512
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,32.54,0.4396
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,45.24,0.5337
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,298.2,60.08,0.6087
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.2,10.39,0.1088
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.3,20.94,0.2172
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.3,31.82,0.309
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.3,43.78,0.3766
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.2,54.38,0.4346
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.2,67.26,0.5012
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.2,78.77,0.54
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,313.2,88.28,0.5833
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,15.14,0.1188
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,28.71,0.2215
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,42.29,0.2813
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,56.49,0.3521
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,70.55,0.422
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,83.94,0.4991
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,97.52,0.5371
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,333.3,114.77,0.5624
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,8.5,0.2182
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,11.5,0.2734
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,17.0,0.3344
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,23.0,0.3786
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,29.5,0.414
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,34.0,0.4574
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,39.0,0.4929
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,49.0,0.5367
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,60.0,0.5761
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,68.0,0.6134
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,85.0,0.6325
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,12.0,0.6537
CCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.85,16.0,0.672
